Token,Length,Frequency
bessere,7,1
Des,3,1
internationalem,15,1
Berücksichtigung,16,1
erneut,6,1
diesen,6,1
Versorgung,10,1
Mütter,6,1
Vertreter,9,1
Grundrechte,11,1
Formen,6,1
obligatorisch,13,1
Unterhaltsmittel,16,1
gleichgültig,12,1
friedlich,9,1
grundlegende,12,1
Berufsschulunterricht,21,1
Rechtes,7,1
schwerere,9,1
natürliche,10,1
Völker,6,1
Generalversammlung,18,1
Genuß,5,1
Aufstand,8,1
Völkern,7,1
verboten,8,1
ob,2,1
notwendigen,11,1
bekennen,8,1
andere,6,1
öffentliches,12,1
Verfolgung,10,1
zwischen,8,1
Begrenzung,10,1
angehört,8,1
seinem,6,1
Verfassung,10,1
Schriftverkehr,14,1
Geist,5,1
Grenzen,7,1
Wahlverfahren,13,1
strafbar,8,1
Niemandem,9,1
Berufswahl,10,1
Umstände,8,1
eigenen,7,1
Aufhetzung,10,1
selbst,6,1
innerhalb,9,1
Wahlen,6,1
Garantien,9,1
grausamer,9,1
verstoßen,9,1
Grundeinheit,12,1
stets,5,1
Hoheitsgewalt,13,1
Arbeitszeit,11,1
freundschaftlicher,18,1
gilt,4,1
gelten,6,1
erfolgt,7,1
Religionsfreiheit,17,1
verlassen,9,1
kann,4,1
III,3,1
Lebensbedingungen,17,1
Existenz,8,1
Rechtsbehelf,12,1
Eheschließung,13,1
einzelne,8,1
Organe,6,1
Urlaub,6,1
Da,2,1
10.12.1948,10,1
Kulthandlungen,14,1
versagt,7,1
größter,7,1
heiraten,8,1
Ausübung,8,1
mindesten,9,1
begabt,6,1
Lehre,5,1
Gedankengut,11,1
unabhängig,10,1
Beschuldigung,13,1
unentgeltlich,13,1
bilden,6,1
verkündeten,11,1
sonstigem,9,1
Lande,5,1
Menschheit,10,1
kommen,6,1
anderweitigem,13,1
Fach-,5,1
uneingeschränkter,17,1
kein,4,1
Charta,6,1
Informationen,13,1
Aufenthaltsort,14,1
eheliche,8,1
Eingriffe,9,1
Invalidität,11,1
außereheliche,13,1
Unterstützung,13,1
Gestaltung,10,1
gleichwertigen,14,1
unmittelbar,11,1
Ausdruck,8,1
verstößt,8,1
gegenwärtig,11,1
Geburt,6,1
Eigentum,8,1
Meinungsfreiheit,16,1
Ehre,4,1
Mitglied,8,1
gelangen,8,1
regelmäßige,11,1
Stand,5,1
gerechtes,9,1
Willenseinigung,15,1
empfangen,9,1
eingeschränkt,13,1
gegebenenfalls,14,1
ungehindert,11,1
A,1,1
gewählte,8,1
unterstehenden,14,1
Sprache,7,1
Leben,5,1
privat,6,1
Entlohnung,10,1
Gewerkschaften,14,1
grundlegenden,13,1
Gleichheit,10,1
während,7,1
überall,7,1
strafrechtlichen,16,1
zurückzukehren,14,1
erniedrigender,14,1
Nichtanerkennung,16,1
Freizeit,8,1
besondere,9,1
arbeitet,8,1
Rücksicht,9,1
beschuldigt,11,1
Strafverfolgung,15,1
bezahlten,9,1
künftigen,9,1
Leistungen,10,1
politischer,11,1
Frau,4,1
mitzuwirken,11,1
ihn,3,1
greifen,7,1
sonstiger,9,1
Präambel,8,1
willkürlichen,13,1
allgemein,9,1
internationalen,15,1
Privatleben,11,1
Unterdrückung,13,1
sonst,5,1
verwiesen,9,1
Krankheit,9,1
Organisation,12,1
erfüllen,8,1
freier,6,1
Gleichberechtigung,18,1
gewährleisten,13,1
innerstaatlichem,16,1
Heiratsfähige,13,1
bewegen,7,1
unverschuldete,14,1
entsprechende,13,1
gemeinsames,11,1
nationale,9,1
Treuhandschaft,14,1
bekräftigt,10,1
Feststellung,12,1
Glaubensfreiheit,16,1
wählen,6,1
Verbrechen,10,1
Pflichten,9,1
darauf,6,1
Schuld,6,1
geboren,7,1
wirtschaftlichen,16,1
einander,8,1
Medien,6,1
verfügbar,9,1
rechtsfähig,11,1
insbesondere,12,1
Verpflichtung,13,1
sowohl,6,1
Gewissens-,10,1
Gewalt,6,1
freien,6,1
Asyl,4,1
worden,6,1
Stellung,8,1
Vernunft,8,1
ärztliche,9,1
über,4,1
Erfüllung,9,1
fortschreitende,15,1
angedrohte,10,1
gründen,7,1
sichert,7,1
Gesundheit,10,1
Erholung,8,1
nationaler,10,1
Ebenso,6,1
öffentlich,10,1
er,2,1
unabhängigen,12,1
gemeinsame,10,1
letztes,7,1
innerstaatlichen,16,1
unverfälschte,13,1
Herkunft,8,1
Gedanken-,9,1
begegnen,8,1
Forschritt,10,1
besitzt,7,1
verurteilt,10,1
Unterricht,10,1
entzogen,8,1
ausgesetzt,10,1
Barbarei,8,1
unparteiischen,14,1
Zeit,4,1
Alter,5,1
müssen,6,1
Wichtigkeit,11,1
Persönlichkeit,14,1
verletzt,8,1
Gerichten,9,1
Wohl,4,1
vernünftige,11,1
Beziehungen,11,1
aller,5,1
sozialer,8,1
verbreiten,10,1
nichtpolitischer,16,1
Ideal,5,1
Autorität,9,1
Geschlecht,10,1
anzuhängen,10,1
Zeitpunkt,9,1
Verlust,7,1
Schutzmaßnahmen,15,1
Meinungen,9,1
Verachtung,10,1
weiteren,8,1
erhobenen,9,1
Ehegatten,9,1
Interessen,10,1
geheimer,8,1
kulturellen,11,1
tatsächlich,11,1
Stimmabgabe,11,1
Folter,6,1
gehabt,6,1
Meinungsäußerung,16,1
Ämtern,6,1
regelmäßigen,12,1
Behandlung,10,1
Glauben,7,1
bemühen,7,1
