Token,Length,Frequency
cezai,5,1
karşılığında,12,1
mecbur,6,1
tarafsız,8,1
maddi,5,1
safhalarında,12,1
saygının,8,1
anayasa,7,1
bulundurulamaz,14,1
almalıdır,9,1
fiillerden,10,1
zalimane,8,1
tatbik,6,1
egemenlik,9,1
elde,4,1
yaymak,6,1
tertibatın,10,1
gelişmesini,11,1
Kanun,5,1
şeref,5,1
ekonomik,8,1
zaruri,6,1
koruma,6,1
olmazsa,7,1
inanma,6,1
renk,4,1
kabul,5,1
temsilciler,11,1
müddetinin,10,1
hakkından,9,1
itibariyle,10,1
hallerde,8,1
farksız,7,1
kardeşlik,9,1
haysiyetine,11,1
tamamlanan,10,1
haysiyetin,10,1
rejimi,6,1
dönmek,6,1
seçilmiş,8,1
hastalık,8,1
beyannamesi,11,1
Genel,5,1
nizama,6,1
birbirlerine,12,1
kişi,4,1
ortak,5,1
taahhüt,7,1
varan,5,1
hukuki,6,1
ilerleyişe,10,1
tanınmasını,11,1
sona,4,1
verdiklerini,12,1
şartları,8,1
Yüksek,6,1
mümkündür,9,1
türünü,6,1
bilhassa,8,1
görevleri,9,1
masum,5,1
mahkeme,7,1
fikirlerinden,13,1
hayatı,6,1
seviyesine,10,1
kişiliğinin,11,1
sevkeden,8,1
yerleşme,8,1
cemiyette,9,1
hürriyetin,10,1
memleketine,11,1
imkânlarından,13,1
davasının,9,1
geliştirilmesini,16,1
gereğince,9,1
ihmallerden,11,1
maliktir,8,1
statüsü,7,1
kadınların,10,1
teminini,8,1
tutulamaz,9,1
herkesçe,8,1
dahilinde,9,1
emniyeti,8,1
hususlarında,12,1
Bunun,5,1
gayri,5,1
şöhretine,9,1
de,2,1
4.,2,1
gerçekleştirilmesine,20,1
katılma,7,1
doğarlar,8,1
fikirlerini,11,1
dil,3,1
devlet,6,1
önemli,6,1
servet,6,1
hedef,5,1
karşısında,10,1
ideal,5,1
faaliyetine,11,1
olacakları,10,1
gayriinsani,11,1
beyannameyi,11,1
eder,4,1
muamelesi,9,1
yoksulluktan,12,1
gösterilmesi,12,1
temin,5,1
hizmetler,9,1
sendikalar,10,1
serbestliği,11,1
gözönünde,9,1
meskeni,7,1
üzere,5,1
rahatsız,8,1
iş,2,1
mülkünden,9,1
alıkonulanamaz,14,1
toplanma,8,1
Antlaşmada,10,1
korunmak,8,1
korunmasına,11,1
oralak,6,1
devri,5,1
haklara,7,1
bırakacak,9,1
Aile,4,1
edilmedikçe,11,1
ihtiyarlık,10,1
tedbirlerle,11,1
tespit,6,1
hürriyetlere,12,1
teşkil,6,1
saldırısız,10,1
ailesinin,9,1
menfaatlerinin,14,1
işini,5,1
gözetilmeyecektir,17,1
olunan,6,1
halinde,7,1
verilecek,9,1
nerede,6,1
etmeleri,8,1
insanlar,8,1
yargılama,9,1
zihniyeti,9,1
ayinlerle,9,1
hareket,7,1
sahibi,6,1
korunmasının,12,1
bırakılamaz,11,1
şahsının,8,1
Üye,3,1
dünya,5,1
kanunen,7,1
topluluğun,10,1
uzuvlarının,11,1
sahiptir,8,1
Evlenme,7,1
muadil,6,1
edilmiş,7,1
tatmak,6,1
böyle,5,1
çalışmalarını,13,1
mütenasip,9,1
savunması,9,1
hukuka,6,1
verme,5,1
muayyen,7,1
fiilen,6,1
akide,5,1
içerisinde,10,1
anlaşılmasının,14,1
seçmeye,7,1
artan,5,1
ayaklanmaya,11,1
olmuş,5,1
unsurudur,9,1
korunma,7,1
