Token,Length,Frequency
Hak,3,1
saksama,7,1
kesihatan,9,1
agung,5,1
abdi,4,1
PERISYTIHARAN,13,1
sejagatnya,10,1
buat,4,1
pembicaraan,11,1
aniaya,6,1
menganut,8,1
lapang,6,1
seseorang,9,1
berikrar,8,1
jadi,4,1
usul,4,1
pencapaian,10,1
aman,4,1
kelahiran,9,1
persetujuan,11,1
persatuan,9,1
pengkitirafan,13,1
zalim,5,1
pengawasan,10,1
dipaksa,7,1
pendidikan,10,1
nyawa,5,1
tuduhan,7,1
menuntut,8,1
tangga,6,1
persahabatan,12,1
Anggota,7,1
pembubarannya,13,1
maka,4,1
menubuh,7,1
pembelaannya,12,1
berkongsi,9,1
kewarganegaraannya,18,1
sekali,6,1
benda,5,1
berperikemanusiaan,18,1
acara,5,1
sekatan,7,1
jantina,7,1
Perhimpunan,11,1
kesatuan,8,1
apa,3,1
tiada,5,1
DENGAN,6,1
hamba,5,1
tahanan,7,1
keperibadiannya,15,1
kemahuan,8,1
meninggalkan,12,1
dipertahankan,13,1
berlakunya,10,1
pengutaraan,11,1
berhimpun,9,1
bergerak,8,1
keutuhan,8,1
terpisah,8,1
terakhir,8,1
diisytiharkan,13,1
sanjungan,9,1
maruah,6,1
pembayaran,10,1
pemikiran,9,1
kompeten,8,1
ketidakupayaan,14,1
seorang,7,1
datangnya,9,1
Sekiranya,9,1
organisasi,10,1
diberikan,9,1
langsung,8,1
undi,4,1
layanan,7,1
bahasa,6,1
aspirasi,8,1
seperti,7,1
ukuran,6,1
lelaki,6,1
surat,5,1
awam,4,1
menj,4,1
dibuat,6,1
asal,4,1
mempunyai,9,1
Kemahuan,8,1
terpakai,8,1
bukan,5,1
saraan,6,1
merupakan,9,1
rumah,5,1
pengundian,10,1
ekonomi,7,1
dilahirkan,10,1
memastikan,10,1
timbul,6,1
pula,4,1
batasan,7,1
kita,4,1
maklumat,8,1
memiliki,8,1
segi,4,1
takut,5,1
merdeka,7,1
samada,6,1
kemuliaannya,12,1
nilai,5,1
bersendiri,10,1
bercadang,9,1
bersalah,8,1
bersama-sama,12,1
pekerjaannya,12,1
menentang,9,1
kesiksaan,9,1
ditambah,8,1
perumahan,9,1
dia,3,1
kesemua,7,1
hanya,5,1
segala,6,1
penghinaan,10,1
mengisytiharkan,15,1
berucap,7,1
pemujaan,8,1
buah,4,1
tanggungannya,13,1
pilihanraya,11,1
peringkat,9,1
perubatan,9,1
menjaminkan,11,1
berat,5,1
tempoh,6,1
MUKADIMAH,9,1
pertubuhan,10,1
memohon,7,1
cara-cara,9,1
demi,4,1
rasa,4,1
berada,6,1
dinafikan,9,1
duanya,6,1
kepentingan,11,1
dianggap,8,1
unit,4,1
kepentingannya,14,1
kerana,6,1
kerja,5,1
kedamaian,9,1
amalan,6,1
peribadi,8,1
terkutuk,8,1
diputuskan,10,1
kesakitan,9,1
persaudaraan,12,1
menegaskan,10,1
memperlindungkan,16,1
terdesak,8,1
pilihan,7,1
mengingati,10,1
usaha,5,1
tak,3,1
terhadapnya,11,1
mengakibatkan,13,1
sewenag,7,1
bermastautin,12,1
bendanya,8,1
menetapkan,10,1
menerima,8,1
kezaliman,9,1
berazam,7,1
pemerintahan,12,1
MANUSIA,7,1
ataupun,7,1
beramanah,9,1
INI,3,1
kewibawaan,10,1
sehingga,8,1
melanggari,10,1
nama,4,1
makanan,7,1
sebuah,6,1
bentuknya,9,1
