Token,Length,Frequency
Ehegatten,9,1
Versorgung,10,1
Not,3,1
gleichwertigen,14,1
Unterstützung,13,1
Rede-,5,1
verstößt,8,1
Männer,6,1
weiteren,8,1
derartigen,10,1
vernünftige,11,1
zustehenen,10,1
nationaler,10,1
Menschheit,10,1
Akten,5,1
Umstände,8,1
außereheliche,13,1
sonstigem,9,1
bessere,7,1
beschuldigt,11,1
Staatsanghörigkeit,18,1
unverfälschte,13,1
Mann,4,1
Gericht,7,1
unabhängigen,12,1
Empörung,8,1
einzelne,8,1
begabt,6,1
regelmäßige,11,1
Leistungen,10,1
Leibeigenschaft,15,1
überall,7,1
Mensch,6,1
Kleidung,8,1
Geist,5,1
unparteiischen,14,1
Eigentums,9,1
Selbstregierung,15,1
Des,3,1
verbreiten,10,1
Feststellung,12,1
zuständigen,11,1
verwiesen,9,1
Grundrechte,11,1
unveräußerlichen,16,1
sowohl,6,1
Autorität,9,1
geboren,7,1
gemäß,5,1
Verwitwung,10,1
besitzt,7,1
wirksamen,9,1
angehört,8,1
Verfassung,10,1
hinzuwirken,11,1
Gewissens-,10,1
unterstehenden,14,1
schützen,8,1
Da,2,1
notwendigen,11,1
empfangen,9,1
verfügbar,9,1
erreichende,11,1
Asyl,4,1
Verachtung,10,1
kein,4,1
Erholung,8,1
Organisation,12,1
freundschaftlicher,18,1
Meinungsfreiheit,16,1
tatsächlich,11,1
A,1,1
Genuß,5,1
Existenz,8,1
wirtschaftlichen,16,1
unterworfen,11,1
Brüderlichkeit,14,1
innerstaatlichen,16,1
verletzt,8,1
Völkern,7,1
gilt,4,1
Verbrechen,10,1
gerechtes,9,1
noch,4,1
bewegen,7,1
Sprache,7,1
ihn,3,1
gemeinsame,10,1
Rechtsbehelf,12,1
Ländern,7,1
Geburt,6,1
Unterhaltsmittel,16,1
öffentlich,10,1
Hautfarbe,9,1
unmenschlicher,14,1
Volkes,6,1
verpflichtet,12,1
geschlossen,11,1
Frau,4,1
Streben,7,1
Herrschaft,10,1
Stellung,8,1
verhängt,8,1
größter,7,1
Eine,4,1
Gleichheit,10,1
Krankheit,9,1
Nichtanerkennung,16,1
Verpflichtung,13,1
Herkunft,8,1
Informationen,13,1
natürliche,10,1
mitzuwirken,11,1
Mütter,6,1
Gedanken-,9,1
Gewalt,6,1
Furcht,6,1
Rücksicht,9,1
ärztliche,9,1
Aufhetzung,10,1
Erfüllung,9,1
nichtpolitischer,16,1
sozialer,8,1
steht,5,1
rechtsfähig,11,1
Stimmabgabe,11,1
Vermögen,8,1
war,3,1
ob,2,1
ausgesetzt,10,1
Frauen,6,1
eingeschränkt,13,1
sonst,5,1
Rufes,5,1
gehabt,6,1
Medien,6,1
Unterdrückung,13,1
Barbarei,8,1
sollen,6,1
Charta,6,1
schwerere,9,1
anzuhängen,10,1
Meinungen,9,1
halten,6,1
gründen,7,1
freier,6,1
greifen,7,1
Rechtes,7,1
solange,7,1
arbeitet,8,1
Berufswahl,10,1
Zeit,4,1
worden,6,1
Grundeinheit,12,1
gewährleisten,13,1
Völker,6,1
Vernunft,8,1
entzogen,8,1
stets,5,1
strafbar,8,1
zurückzukehren,14,1
versagt,7,1
Souveränität,12,1
verurteilt,10,1
Begrenzung,10,1
nur,3,1
versammeln,10,1
Wichtigkeit,11,1
mindesten,9,1
müssen,6,1
eigenen,7,1
Mitglieder,10,1
Frieden,7,1
Forschritt,10,1
diesen,6,1
nachgewiesen,12,1
Hochschulunterricht,19,1
Gebiets,7,1
festgenommen,12,1
seinem,6,1
ungehindert,11,1
Tyrannei,8,1
Heiratsfähige,13,1
Fach-,5,1
beraubt,7,1
erneut,6,1
Auflösung,9,1
Ausübung,8,1
allgemein,9,1
heiraten,8,1
Wahlverfahren,13,1
anderweitigem,13,1
vom,3,1
Schutzmaßnahmen,15,1
Beschuldigung,13,1
Eingriffen,10,1
sonstiger,9,1
selbst,6,1
letztes,7,1
regelmäßigen,12,1
Meinungsäußerung,16,1
beizutreten,11,1
Resolution,10,1
während,7,1
anerkannt,9,1
Hoheitsgewalt,13,1
Haft,4,1
gleichgültig,12,1
Berücksichtigung,16,1
Eigentum,8,1
unverschuldete,14,1
aller,5,1
Aufenthaltsort,14,1
Vereinigungen,13,1
internationalem,15,1
Weltanschauung,14,1
Persönlichkeit,14,1
Generalversammlung,18,1
geheimer,8,1
größerer,8,1
Gewerkschaften,14,1
gelangen,8,1
Lehre,5,1
Stand,5,1
Präambel,8,1
Gottesdienst,12,1
gegebenenfalls,14,1
ergänzt,7,1
unentgeltlich,13,1
uneingeschränkter,17,1
Niemandem,9,1
zusammenzuschließen,19,1
Privatleben,11,1
tatsächliche,12,1
eines,5,1
Gestaltung,10,1
Zeitpunkt,9,1
verlassen,9,1
irgendeinen,11,1
Behandlung,10,1
Vereinigung,11,1
besondere,9,1
erfüllen,8,1
10.12.1948,10,1
Organe,6,1
friedlich,9,1
politischer,11,1
strafrechtlichen,16,1
innerstaatliche,15,1
Folter,6,1
Gesundheit,10,1
deren,5,1
Dieses,6,1
gewählte,8,1
Glauben,7,1
Grenzen,7,1
begegnen,8,1
Angelegenheiten,15,1
andere,6,1
obligatorisch,13,1
Unterlassung,12,1
Alter,5,1
ihre,4,1
bekennen,8,1
Arbeitsbedingungen,18,1
Urlaub,6,1
gegenwärtig,11,1
angeborenen,11,1
internationalen,15,1
fortschreitende,15,1
