Token,Length,Frequency
oikeuspiirissä,14,1
johon,5,1
vapauteen,9,1
poliittiseen,12,1
jäsenten,8,1
täydelliselle,13,1
aviopuolisoiden,15,1
jäsenvaltiot,12,1
täydentävät,11,1
tapaturman,10,1
ovatko,6,1
välittömästi,12,1
syytön,6,1
vaatetuksen,11,1
työtä,5,1
voivat,6,1
orjakaupan,10,1
ulkopuolella,12,1
avoinna,7,1
uskonsa,7,1
mielipiteen-,12,1
yleistä,7,1
syntyperään,11,1
määrättäessä,12,1
turvaavaa,9,1
edustajien,10,1
sisällöstä,10,1
ihmisarvon,10,1
tähtäävää,9,1
tekijään,8,1
turvattuja,10,1
elää,4,1
apuun,5,1
sukupuoleen,11,1
puolustamiseksi,15,1
minkäänlaisia,13,1
yhteiskunnallisen,17,1
perustana,9,1
perusteella,11,1
raakalaistekoja,15,1
liittymään,10,1
omatunto,8,1
alainen,7,1
tähän,5,1
Jokainen,8,1
kiduttaa,8,1
huoltoon,8,1
saada,5,1
annettu,7,1
puututtako,10,1
vaaleilla,9,1
Kun,3,1
veljeyden,9,1
julkisiin,9,1
aidoilla,8,1
toteuttamiselle,15,1
yleisen,7,1
älköönkä,8,1
suojelun,8,1
vapautta,8,1
oikeuksia,9,1
terveyden,9,1
julistamiseen,13,1
rangaista,9,1
Alkeisopetuksen,15,1
rangaistukseen,14,1
menoja,6,1
perusoikeuksia,14,1
perheensä,9,1
itse,4,1
hyvitykseen,11,1
epäinhimillisesti,17,1
työttömyyttä,12,1
ydinosa,7,1
kapinaan,8,1
tässä,5,1
vailla,6,1
laiminlyönneistä,16,1
ihmisoikeudet,13,1
orjana,6,1
syytteistä,10,1
Heillä,6,1
ammattiyhdistyksiä,18,1
lasten,6,1
parempien,9,1
suoritushetkellä,16,1
yksityiselämään,15,1
Perhe,5,1
vapaammissa,11,1
työajan,7,1
työpaikan,9,1
rikollisesta,12,1
vapaalle,8,1
täysivaltaisuudeltaan,21,1
Vanhemmilla,11,1
omantunnon,10,1
siitä,5,1
tasa-arvoisesti,15,1
takeet,6,1
kiellettävä,11,1
henkilön,8,1
sosiaalista,11,1
palata,6,1
voida,5,1
joko,4,1
alkeis-,7,1
oikeuksiensa,12,1
oikeudenmukaisuuden,19,1
mielipiteeseen,14,1
huoltohallinnossa,17,1
perheelleen,11,1
turvaa,6,1
elämisen,8,1
omaatuntoa,10,1
itsenäinen,10,1
mielessään,10,1
Yhdistyneet,11,1
yhtäläisiin,11,1
olevien,7,1
vaalivapauden,13,1
rauhanomaiseen,14,1
vapauksiin,10,1
kunniaa,7,1
kansallisessa,13,1
Jokaisen,8,1
alkuperään,10,1
solmia,6,1
mainetta,8,1
julistusta,10,1
kieleen,7,1
Täysi-ikäisillä,15,1
sairauden,9,1
erotuksetta,11,1
Kansakunnat-järjestön,21,1
tosi,4,1
kehitystä,9,1
puolueettomassa,15,1
asuinpaikkansa,14,1
riittävään,10,1
maksutonta,10,1
asunnon,7,1
muuta,5,1
palkallisiin,12,1
periaatteita,12,1
vaille,6,1
lähteä,6,1
perusta,7,1
leskeyden,9,1
mikä,4,1
syytteessä,10,1
valtiosäännöllä,15,1
korkeimmaksi,12,1
ankarampaan,11,1
syyllisyytensä,14,1
aseman,6,1
varten,6,1
toimiin,7,1
kansalaisuutta,14,1
sitoumuksen,11,1
johtuvista,10,1
täydestä,8,1
järki,5,1
tehokkaan,9,1
jatkuvin,8,1
Avioliiton,10,1
oikeuksiltaan,13,1
jota,4,1
julistuksessa,13,1
kuuluu,6,1
myöskään,8,1
pitäen,6,1
täysin,6,1
TÄMÄN,5,1
vainon,6,1
ravinnon,8,1
sisällä,7,1
rotuun,6,1
oikeutetut,10,1
yhteiskunnalliseen,18,1
vain,4,1
vapaa-aikaan,12,1
tunnustetaan,12,1
häneen,6,1
suojaa,6,1
kykyjensä,9,1
Mitään,6,1
julistuksen,11,1
omaisuuteen,11,1
loukkaavaa,10,1
olisi,5,1
jäsenvaltioiden,15,1
todistettu,10,1
työhön,6,1
omaisuutta,10,1
ymmärtämystä,12,1
turvaan,7,1
lailla,6,1
eduista,7,1
turvapaikkaa,12,1
määräaikaisilla,15,1
omistaa,7,1
ensisijainen,12,1
pakollinen,10,1
nostettua,9,1
tasavertaiseen,14,1
YLEISKOKOUS,11,1
luovuttamattomien,17,1
kaikille,8,1
syntyvät,8,1
kaikkea,7,1
selvitettäessä,14,1
rajoista,8,1
keinona,7,1
kirjeenvaihtoon,15,1
välttämättömän,14,1
avioliitossa,12,1
älköön,6,1
tiedotusvälineiden,18,1
arvoltaan,9,1
täyteen,7,1
sellaista,9,1
harjoittamalla,14,1
menetyksen,10,1
noudattamisen,13,1
ilmaisseet,10,1
rotu-,5,1
etujensa,8,1
oikeudenkäynnissä,17,1
loukkaavat,10,1
jälkeen,7,1
vastaanottaa,12,1
huomiota,8,1
valittujen,10,1
suostumuksesta,14,1
rikoksista,10,1
sisältyy,8,1
hyvinvoinnin,12,1
oikeudenmukaisesti,18,1
ainakin,7,1
tärkein,7,1
pakkovaltaa,11,1
yhtäläisesti,12,1
puutteesta,10,1
menettelyä,10,1
ihmisoikeuksia,14,1
vangita,7,1
evätä,5,1
kaikkiin,8,1
joutuneella,11,1
hallitusvallan,14,1
ilmaistava,10,1
ehtojen,7,1
yhtäläiseen,11,1
tapahtuneen,11,1
ajatuksen,9,1
ihmisen,7,1
sitoutuneet,11,1
valtiollisen,12,1
Kullakin,8,1
jäsenenä,8,1
ihmisyksilön,12,1
tehokkaaseen,12,1
ke-hittämiseen,14,1
asti,4,1
toimittava,10,1
perhe,5,1
tulevien,8,1
sellaiseen,10,1
aikana,6,1
tasavertaisia,13,1
hänet,5,1
elintasoon,10,1
välttämättömiä,14,1
kehittymiselle,14,1
epäpoliittisista,16,1
omaisuuttaan,12,1
määräaikaisiin,14,1
arvon,5,1
huomioonottaen,14,1
riistettäkö,11,1
sisältää,8,1
noudattava,10,1
kansalliseen,12,1
yksilöllisen,12,1
yhteiskuntaelin,15,1
syrjintään,10,1
yhtäläisten,11,1
edistyksen,10,1
saatavilla,10,1
varalta,7,1
henkilönä,9,1
järkyttäneet,12,1
kohteeksi,9,1
uskontoryhmien,14,1
yksityisesti,12,1
noudattamista,13,1
he,2,1
pyrkiä,6,1
YLEISMAAILMALLISEN,18,1
liittyä,7,1
rikossyytettä,13,1
tahdostaan,10,1
perusoikeuksiin,15,1
itsehallintoa,13,1
suvaitsevaisuutta,17,1
ylläpitämiseksi,15,1
yksilöllä,9,1
eivät,5,1
Kaikkien,8,1
rajoituksia,11,1
yhteinen,8,1
annettavan,10,1
oikeutettu,10,1
naisten,7,1
mielipiteensä,13,1
tasavertaisina,14,1
rikollisia,10,1
kokoontumis-,12,1
mitä,4,1
kesken,6,1
avioliiton,10,1
avioliittoon,12,1
YLEISMAAILMALLINEN,18,1
JULISTUKSEN,11,1
olipa,5,1
Myöskään,8,1
välityksellä,12,1
valistamalla,12,1
tahtonsa,8,1
muissa,6,1
esitettyihin,12,1
sivistyselämään,15,1
maasta,6,1
työttömyyden,12,1
levittää,8,1
muodot,6,1
työehtoihin,11,1
sosiaalisen,11,1
tavoiteltavaksi,15,1
oikeuteen,9,1
luonnollisen,12,1
uskon,5,1
oloissa,7,1
hakea,5,1
perustava,9,1
maastaan,8,1
pakottaa,8,1
sovellettavissa,15,1
orjuutettuna,12,1
häiritsemättä,13,1
pakko,5,1
riistää,7,1
Sen,3,1
hankkia,7,1
toisiaan,8,1
vanhuuden,9,1
hallitsemiseen,14,1
syntyneet,9,1
kansalaisuuteen,15,1
pelosta,7,1
vuoksi,6,1
äänioikeus,10,1
alueen,6,1
solmiminen,10,1
perusopetuksen,14,1
aineellisten,12,1
tehdä,5,1
rangaistavaksi,14,1
toimenpiteiden,14,1
lapsilleen,10,1
välille,7,1
vedota,6,1
mukaisen,8,1
yhteiseksi,10,1
kuin,4,1
kansallisen,11,1
Älköön,6,1
julmasti,8,1
korkeamman,10,1
pyrkisi,7,1
sananvapauteen,14,1
peruskirjassa,13,1
kansallisten,12,1
kuullaan,8,1
kehittymistä,12,1
kohtaan,7,1
etu,3,1
sosiaalisia,11,1
sillä,5,1
orjuuden,8,1
ystävyyttä,10,1
sortoa,6,1
hallinnollisen,14,1
maissa,6,1
kysymys,7,1
olleet,6,1
viimeisenä,10,1
samaan,6,1
sosiaaliturvaan,15,1
laillisesti,11,1
taiteista,9,1
tieteen,7,1
teosta,6,1
vapaasta,8,1
henkisten,9,1
Kansan,6,1
rajoituksen,11,1
tähdellistä,11,1
niihin,6,1
ammattiopetusta,15,1
vakaan,6,1
pyrittävä,9,1
opetusta,8,1
edellytetään,12,1
rajoittamiseen,14,1
miesten,7,1
keinot,6,1
kunnioittamisen,15,1
Niin,4,1
elämään,7,1
yhdistykseen,12,1
päämääriä,9,1
uskonnollisia,13,1
toimintaa,9,1
henkilökohtaiseen,17,1
luonnollinen,12,1
perheeseen,10,1
tyydyttäviin,12,1
käsitys,7,1
rodusta,7,1
kansalaisuudesta,16,1
yhteistoiminnassa,17,1
järkevään,9,1
alati,5,1
ihmisarvolleen,14,1
suhteiden,9,1
johtuvia,8,1
tietoja,7,1
yhtäläiset,10,1
liikkua,7,1
huollon,7,1
luominen,8,1
mihinkään,9,1
tapahtunut,10,1
olemuksensa,11,1
avioliitto,10,1
pidättää,8,1
laatu,5,1
tunnustamisen,13,1
vapaaseen,9,1
kohdella,8,1
rangaistavan,12,1
uskonnosta,10,1
tarpeen,7,1
sellaisen,9,1
miehillä,8,1
lääkintähuollon,15,1
teon,4,1
oli,3,1
naisilla,8,1
vahvistamiseen,14,1
puuttumista,11,1
arvoon,6,1
väriin,6,1
asianomaisessa,14,1
valintaan,9,1
työstä,6,1
välttämätöntä,13,1
yleisesti,9,1
Äideillä,8,1
tunnustaminen,13,1
päämääräksi,11,1
henkilö,7,1
alentavasti,11,1
yllytystä,9,1
vastoin,7,1
oikeudenmukaisiin,17,1
oikeudet,8,1
missä,5,1
toimenpitein,12,1
nousta,6,1
loukkausta,10,1
järjestelmä,11,1
mukanaan,8,1
hengessä,8,1
lapsilla,8,1
vapaus,6,1
aikaansaamista,14,1
sanan,5,1
kansallisin,11,1
yhteistyön,10,1
oikeuksiaan,11,1
salainen,8,1
Teknistä,8,1
julistettu,10,1
kansainvälisin,14,1
alue,4,1
kohtuulliseen,13,1
tarpeelliset,12,1
persoonallisuuden,17,1
sivistyksellisiä,16,1
kansat,6,1
riippumattomassa,16,1
maanpakoon,10,1
yksilö,6,1
