Token,Length,Frequency
paglalapastangan,16,1
pagtataguyod,12,1
hurisdiksiyunal,15,1
Pangkalahatang,14,1
nito,4,1
mabubuting,10,1
pagpasok,8,1
sahod,5,1
isip,4,1
pagdaralita,11,1
magkapangasawahan,17,1
kaysa,5,1
pananalig,9,1
wika,4,1
pagsasakatuparan,16,1
pamumuhay,9,1
nagbunga,8,1
pagsang,7,1
iyon,4,1
sala,4,1
itinitiwala,11,1
pangamba,8,1
galamay,7,1
tumanggap,9,1
kurong,6,1
noong,5,1
bayad,5,1
pakikipagtulungan,17,1
anyo,4,1
PAGPAPAHAYAG,12,1
unyon,5,1
siyang,6,1
nagpapasiyang,13,1
Hindi,5,1
nagbabalak,10,1
nagsasarili,11,1
isinilang,9,1
upang,5,1
pagkakalat,10,1
ipahahayag,10,1
karaniwang,10,1
Bukod,5,1
umalis,6,1
pagboto,7,1
pangkalahatang,14,1
pagkukulang,11,1
lunas,5,1
kapanganakan,12,1
angkan,6,1
napatutunayang,14,1
uri,3,1
malaking,8,1
pagkakabuo,10,1
pagpapahayag,12,1
pagpigil,8,1
mapangalagaan,13,1
paghihimagsik,13,1
pagkakapatiran,14,1
paghahari,9,1
ayon,4,1
rin,3,1
lalaki,6,1
pinararatangan,14,1
ipinahayag,10,1
mabigat,7,1
Ngayon,6,1
pakikipagsulatang,17,1
paglilibang,11,1
Pagpapahayag,12,1
nagbubuhat,10,1
nakalahad,9,1
PANIMULA,8,1
balota,6,1
parusa,6,1
ipinagkaroon,12,1
nagpapahayag,12,1
katakdaan,9,1
kaisipan,8,1
ginawa,6,1
loob,4,1
pa,2,1
bayan,5,1
kaligtasan,10,1
opisyal,7,1
dito,4,1
pagkakaunawa,12,1
katutubong,10,1
kilalanin,9,1
tanging,7,1
magbigay,8,1
nagpatibay,10,1
pagkakapantay,13,1
layunin,7,1
teritoryo,9,1
din,3,1
mahalagang,10,1
tahanan,7,1
kasapi,6,1
TAO,3,1
kahalagahan,11,1
tungkol,7,1
katayuan,8,1
mahihingi,9,1
Sila'y,6,1
nababatay,9,1
batay,5,1
mapayapang,10,1
isa't,5,1
pagsasagawa,11,1
pinagmulang,11,1
nais,4,1
pagsasaalang,12,1
tumitiyak,9,1
lamang,6,1
pagkilos,8,1
Tao,3,1
tamuhin,7,1
pagpapakupkop,13,1
soberanya,9,1
makilahok,9,1
pamamaraan,10,1
pangkalinangan,14,1
nasasakupan,11,1
gaya,4,1
ipakilala,9,1
magtatamasa,11,1
gagawin,7,1
umanib,6,1
kabayarang,10,1
Saligang,8,1
nangako,7,1
Samakatuwid,11,1
bumalik,7,1
nakalalait,10,1
niya,4,1
pamayanan,9,1
iisip,5,1
aalipin,7,1
kapakanan,9,1
tuwiran,7,1
pati,4,1
katandaan,9,1
pinagkalooban,13,1
pagsulong,9,1
ipagbabawal,11,1
pambayan,8,1
pagbubuyo,9,1
magsikap,8,1
babaeng,7,1
karampatang,11,1
bahala,6,1
Mga,3,1
pagwawalang,11,1
nasasalungat,12,1
kabuhayang,10,1
maisasagawa,11,1
edukasyon,9,1
MGA,3,1
kulay,5,1
ibang,5,1
katayuang,9,1
aalipinin,9,1
kakapusan,9,1
simulain,8,1
katumbas,8,1
pagkabalda,10,1
oras,4,1
layuning,8,1
pinili,6,1
pupunan,7,1
hanap,5,1
kapayapaan,10,1
sumapi,6,1
sangay,6,1
bansang,7,1
gayon,5,1
kuru,4,1
babae,5,1
bubusabusin,11,1
pagpili,7,1
pangakong,9,1
nag,3,1
kapanatagang,12,1
diwa,4,1
papasukan,9,1
ma,2,1
makamtan,8,1
lalapatan,9,1
magpalagayan,12,1
idaraos,7,1
pagkakasakit,12,1
pagpapasiya,11,1
hanggang,8,1
lubos,5,1
magtatag,8,1
likas,5,1
huling,6,1
PANDAIGDIG,10,1
manghawakan,11,1
pangkabuhayan,13,1
gulang,6,1
NA,2,1
pangkat,7,1
kapangyarihan,13,1
impormasyon,11,1
bisa,4,1
pista,5,1
pagtatanging,12,1
mapagkukunan,12,1
ikabubuhay,10,1
paratang,8,1
pagkukuro,9,1
pagpapagamot,12,1
paniniil,8,1
kaloobang,9,1
iisa,4,1
humamak,7,1
pananhimik,10,1
alang,5,1
isasailalim,11,1
pakikipagtulungang,18,1
estado,6,1
pagkakaitan,11,1
kinikilingan,12,1
alipin,6,1
pangalan,8,1
katarungan,10,1
pagkain,7,1
mithiin,7,1
makinabang,10,1
pinakamataas,12,1
Kapulungan,10,1
pagsasalita,11,1
lihim,5,1
pambansang,10,1
sangkatauhan,12,1
pakikitungo,11,1
sila,4,1
paghahalal,10,1
gumagawa,8,1
kinatawang,10,1
ipapataw,8,1
pamamahinga,11,1
pahihirapan,11,1
maikakait,9,1
pagpapawalang,13,1
aasawa'y,8,1
kasarian,8,1
pagkabalo,9,1
pagsisikap,10,1
