Token,Length,Frequency
persahabatan,12,1
negara-negara,13,1
budak,5,1
maka,4,1
cara,4,1
kekuasaannya,12,1
sakit,5,1
berbentuk,9,1
wakil-wakil,11,1
pembelaannya,12,1
sekali,6,1
istirahat,9,1
ana,3,1
kesatuan,8,1
apa,3,1
nikah,5,1
terpaksa,8,1
perlakuan,9,1
pemungutan,10,1
meninggalkan,12,1
dirampas,8,1
mempelai,8,1
keselamatan,11,1
dikenakan,9,1
memberikan,10,1
bergerak,8,1
pengangguran,12,1
terakhir,8,1
syarat-syarat,13,1
daerah,6,1
mengajarkannya,14,1
diperbolehkan,13,1
digalakkan,10,1
dilindungi,10,1
dipersalahkan,13,1
pantas,6,1
kompeten,8,1
diperlakukan,12,1
organisasi,10,1
diberikan,9,1
langsung,8,1
berlaku,7,1
suaka,5,1
pekerja,7,1
kewajiban,9,1
mengingat,9,1
bahasa,6,1
surat,5,1
perburuhan,10,1
jenis,5,1
istimewa,8,1
benar-benar,11,1
Para,4,1
asal,4,1
tertinggi,9,1
Mukadimah,9,1
dibuktikan,10,1
pemberontakan,13,1
jabatan,7,1
diperhambakan,13,1
keadaan,7,1
kesejahteraan,13,1
merupakan,9,1
rumah,5,1
dibatasi,8,1
ibu,3,1
informasi,9,1
perdamaian,10,1
perbudakan,10,1
kehormatannya,13,1
ekonomi,7,1
dilahirkan,10,1
perkumpulan,11,1
hendaknya,9,1
timbul,6,1
batasan,7,1
keberhasilan,12,1
pelaksanaan,11,1
guna,4,1
kejam,5,1
diangkat,8,1
nilai,5,1
bersalah,8,1
peraturan,9,1
tuntutan,8,1
mengarah,8,1
kemasyarakatan,14,1
daerah-daerah,13,1
kenikmatan,10,1
menentang,9,1
perumahan,9,1
ditambah,8,1
dia,3,1
kedaulatan,10,1
dibuang,7,1
kasus,5,1
pemerintah,10,1
hanya,5,1
perbedaan,9,1
segala,6,1
penting,7,1
libur,5,1
mendirikan,10,1
buah,4,1
soal,4,1
fundamental,11,1
mengajar,8,1
pencarian,9,1
kehidupannya,12,1
urusan,6,1
berat,5,1
memihak,7,1
diganggu,8,1
diperbudak,10,1
menyampaikan,12,1
mentaatinya,11,1
mata,4,1
jujur,5,1
cara-cara,9,1
penghormatan,12,1
rasa,4,1
pembangunan,11,1
kesalahannya,12,1
dianggap,8,1
kesempatan,10,1
kepentingannya,14,1
menikmati,9,1
rahasia,7,1
progresif,9,1
kerja,5,1
samping,7,1
antara,6,1
Pria,4,1
persaudaraan,12,1
layak,5,1
bermartabat,11,1
Juga,4,1
berkumpul,9,1
lainnya,7,1
pilihan,7,1
usaha,5,1
kekayaan,8,1
menimbulkan,11,1
jam,3,1
persamaan,9,1
bangsa,6,1
mengakibatkan,13,1
tangganya,9,1
mesti,5,1
menetapkan,10,1
luar,4,1
rendah,6,1
mengganti,9,1
berusaha,8,1
perdagangan,11,1
dirinya,7,1
damai,5,1
juga,4,1
janji,5,1
ketakutan,9,1
nama,4,1
dicabut,7,1
ia,2,1
cacat,5,1
ditolak,7,1
